,0
0,1.0000000000000002e-06
1,1.0000000000000002e-06
2,1.0000000000000002e-06
3,1.0000000000000002e-06
4,1.0000000000000002e-06
5,1.0000000000000002e-06
6,2.0000000000000003e-06
7,2.0000000000000003e-06
8,2.0000000000000003e-06
9,2.0000000000000003e-06
10,2.0000000000000003e-06
11,2.0000000000000003e-06
12,4.000000000000001e-06
13,4.000000000000001e-06
14,4.000000000000001e-06
15,4.000000000000001e-06
16,4.000000000000001e-06
17,4.000000000000001e-06
18,8.000000000000001e-06
19,8.000000000000001e-06
20,8.000000000000001e-06
21,8.000000000000001e-06
22,8.000000000000001e-06
23,8.000000000000001e-06
24,1.6000000000000003e-05
25,1.6000000000000003e-05
26,1.6000000000000003e-05
27,1.6000000000000003e-05
28,1.6000000000000003e-05
29,1.6000000000000003e-05
30,3.2000000000000005e-05
31,3.2000000000000005e-05
32,3.2000000000000005e-05
33,3.2000000000000005e-05
34,3.2000000000000005e-05
35,3.2000000000000005e-05
36,6.400000000000001e-05
37,6.400000000000001e-05
38,6.400000000000001e-05
39,6.400000000000001e-05
40,6.400000000000001e-05
41,6.400000000000001e-05
42,0.00012800000000000002
43,0.00012800000000000002
44,0.00012800000000000002
45,0.00012800000000000002
46,0.00012800000000000002
47,0.00012800000000000002
48,0.00025600000000000004
49,0.00025600000000000004
50,0.00025600000000000004
51,0.00025600000000000004
52,0.00025600000000000004
53,0.00025600000000000004
54,0.0005120000000000001
55,0.0005120000000000001
56,0.0005120000000000001
57,0.0005120000000000001
58,0.0005120000000000001
59,0.0005120000000000001
60,0.0010240000000000002
61,0.0010240000000000002
62,0.0010240000000000002
63,0.0010240000000000002
64,0.0010240000000000002
65,0.0010240000000000002
66,0.0020480000000000003
67,0.0020480000000000003
68,0.0020480000000000003
69,0.0020480000000000003
70,0.0020480000000000003
71,0.0020480000000000003
72,0.004096000000000001
73,0.004096000000000001
74,0.004096000000000001
75,0.004096000000000001
76,0.004096000000000001
77,0.004096000000000001
78,0.008192000000000001
79,0.008192000000000001
80,0.008192000000000001
81,0.008192000000000001
82,0.008192000000000001
83,0.008192000000000001
84,0.016384000000000003
85,0.016384000000000003
86,0.016384000000000003
87,0.016384000000000003
88,0.016384000000000003
89,0.016384000000000003
90,0.032768000000000005
91,0.032768000000000005
92,0.032768000000000005
93,0.032768000000000005
94,0.032768000000000005
95,0.032768000000000005
96,0.06553600000000001
97,0.06553600000000001
98,0.06553600000000001
99,0.06553600000000001
100,0.06553600000000001
101,0.06553600000000001
102,0.13107200000000002
103,0.13107200000000002
104,0.13107200000000002
105,0.13107200000000002
106,0.13107200000000002
107,0.13107200000000002
108,0.26214400000000004
109,0.26214400000000004
110,0.26214400000000004
111,0.26214400000000004
112,0.26214400000000004
113,0.26214400000000004
114,0.5242880000000001
115,0.5242880000000001
116,0.5242880000000001
117,0.5242880000000001
118,0.5242880000000001
119,0.5242880000000001
120,1.0485760000000002
121,1.0485760000000002
122,1.0485760000000002
123,1.0485760000000002
124,1.0485760000000002
125,1.0485760000000002
126,2.0971520000000003
127,2.0971520000000003
128,2.0971520000000003
129,2.0971520000000003
130,2.0971520000000003
131,2.0971520000000003
132,4.194304000000001
133,4.194304000000001
134,4.194304000000001
135,4.194304000000001
136,4.194304000000001
137,4.194304000000001
138,4.194304000000001
139,4.194304000000001
140,4.194304000000001
141,4.194304000000001
142,4.194304000000001
143,4.194304000000001
144,4.194304000000001
145,4.194304000000001
146,4.194304000000001
147,4.194304000000001
148,4.194304000000001
149,4.194304000000001
150,4.194304000000001
151,4.194304000000001
152,4.194304000000001
153,4.194304000000001
154,4.194304000000001
155,4.194304000000001
156,4.194304000000001
157,4.194304000000001
158,4.194304000000001
159,4.194304000000001
160,4.194304000000001
161,4.194304000000001
162,4.194304000000001
163,4.194304000000001
164,4.194304000000001
165,4.194304000000001
166,4.194304000000001
167,4.194304000000001
168,4.194304000000001
169,4.194304000000001
170,4.194304000000001
171,4.194304000000001
172,4.194304000000001
173,4.194304000000001
174,4.194304000000001
175,4.194304000000001
176,4.194304000000001
177,4.194304000000001
